uid,nome_canonico,__prio,grupo,subgrupo,subgrupo_n3,preparo_detectado,chave_strict,chave_loose,ac_pantotenico_b5_mg_100g,acucares_totais_g_100g,amido_g_100g,beta_caroteno_ug_100g,calcio_mg_100g,carboidratos_g_100g,cinzas_g_100g,cloreto_mg_100g,cobalamina_b12_ug_100g,cobre_mg_100g,colesterol_mg_100g,energia_kcal_100g,energia_kj_100g,ferro_mg_100g,fibra_alimentar_g_100g,folato_b9_ug_100g,fosforo_mg_100g,iodo_ug_100g,lipidios_g_100g,magnesio_mg_100g,manganes_mg_100g,niacina_b3_mg_100g,piridoxina_b6_mg_100g,potassio_mg_100g,proteina_g_100g,retinol_ug_100g,riboflavina_b2_mg_100g,selenio_ug_100g,sodio_mg_100g,tiamina_b1_mg_100g,umidade_g_100g,vitamina_c_mg_100g,vitamina_d_ug_100g,vitamina_e_mg_100g,vitamina_k1_ug_100g,vitamina_k2_ug_100g,zinco_mg_100g,__fonte,nome_original,similar_group_id
03026aa3-aae1-52c9-a31b-f461b3da0b97,"Barre biscuitée fourrée aux fruits, allégée en matière grasse",4,,biscuits sucrés,-,,barre biscuitee fourree aux fruits allegee en matiere grasse,barre biscuitee fourree aux fruits allegee en matiere grasse,,41.9,20.9,,,75.7,0.42,,,,,,,,3.0,,,,7.12,,,,,,3.32,,,,167.0,0.29,10.5,,,2.8,,,,CIQUAL,"Barre biscuitée fourrée aux fruits, allégée en matière grasse",4e1ffae6f66e
03187c1b-f0bb-5d19-b3f8-3c641bfc12d5,"Caille, viande et peau, crue",4,,viandes crues,autres viandes,,caille viande et peau crue,caille viande et peau crue,0.77,0.0,0.0,0.0,14.0,0.0,0.9,,0.43,0.51,76.0,,,3.97,0.0,8.0,275.0,1.5,5.55,23.0,0.019,7.54,0.6,216.0,21.5,73.0,0.26,,50.0,0.24,69.7,6.1,0.5,0.05,,,2.42,CIQUAL,"Caille, viande et peau, crue",c6b2ca581383
03314879-9378-51c6-8593-360d6c426b6b,"Ris, veau, braisé ou sauté/poêlé",4,,viandes cuites,abats,,ris veau braise ou saute/poele,ris veau braise ou saute/poele,1.77,0.0,,0.0,4.0,0.0,2.88,,4.9,0.072,275.0,,,0.5,0.0,20.0,627.0,4.0,5.8,24.0,0.021,4.4,0.08,435.0,21.0,0.0,0.1,,59.0,0.09,73.3,39.4,0.0,0.09,0.0,,1.0,CIQUAL,"Ris, veau, braisé ou sauté/poêlé",d701982e8fb5
03447932-6ac1-590b-90cb-641007e34705,"Céleri-rave, purée",4,,légumes,légumes cuits,,celeri-rave puree,celeri-rave puree,,2.11,,,50.0,2.83,1.08,,,,,,,0.5,4.01,,,,0.18,,,,,,1.37,,,,54.5,,91.4,8.3,,,,,,CIQUAL,"Céleri-rave, purée",4716cf733abc
034e543e-0775-56fb-9c82-6d026efb0105,"Nectar multifruit - base pomme, standard",4,,boissons sans alcool,nectars,,nectar multifruit - base pomme standard,nectar multifruit - base pomme standard,,10.0,,,,10.0,0.23,,,,,,,,,35.0,,,,4.7,,0.27,,78.5,0.28,,,,,,88.7,,,,,,,CIQUAL,"Nectar multifruit - base pomme, standard",2f07a38b2c7c
035f1009-b15c-533f-b545-6772d05b38f0,"Arroz, tipo 2, cru",2,Cereais e derivados,,,cru,arroz tipo 2 cru,arroz tipo 2,,,,,5,"78,9","0,4",,,"0,05",,358,1498,"0,6","1,7",,82,,"0,3",29,"0,83","0,92","0,05",57,"7,2",,Tr,,1,"0,16","13,2","0,05",,,,,"1,3",TACO,"Arroz, tipo 2, cru",4f4f3d55cc82
036b8353-c140-577d-9cc4-a31829448c6e,"Carne, bovina, músculo, sem gordura, cozido",2,Carnes e derivados,,,cozido,carne bovina musculo sem gordura cozido,carne bovina musculo sem gordura,,,,,5,"0,0","0,9",,,"0,08",56,194,811,"2,4",,,176,,"6,7",13,Tr,"1,97",Tr,253,"31,2",2,Tr,,62,Tr,"62,8","0,08",,,,,"6,4",TACO,"Carne, bovina, músculo, sem gordura, cozido",851fc7135687
037043df-1407-545e-936b-77a2a9d20786,"Sel blanc alimentaire, iodé, fluoré à 25 mg /100 g (marin, ignigène ou gemme)",4,,sels,-,,sel blanc alimentaire iode fluore a 25 mg /100 g marin ignigene ou gemme,sel blanc alimentaire iode fluore a 25 mg /100 g marin ignigene ou gemme,,0.0,,,13.3,0.0,99.9,60800.0,,,,,,,0.0,,,1860.0,0.0,3.15,,,,16.9,0.0,,,,39100.0,,0.027,,,,,,,CIQUAL,"Sel blanc alimentaire, iodé, fluoré à 25 mg /100 g (marin, ignigène ou gemme)",ecfaad194f6c
037ed10b-10c0-5b37-9e3a-ba5594f30145,Arroz de ervilhas,3,,,,,arroz de ervilhas,arroz de ervilhas,,0.2,17.6,35.0,8.5,,,,0.0,,0.0,85,361,0.4,1.0,12.0,35.0,,,10.0,,0.59,0.08,66.0,2.3,,0.01,,120.0,0.1,78.3,2.4,0.0,,,,0.4,INSA,Arroz de ervilhas,3ef460c0e426
0388a175-ab19-54c4-b951-f087e45d815a,"Cavalo, lombo ou pá frito com margarina",3,,,,frito,cavalo lombo ou pa frito com margarina,cavalo lombo ou pa com margarina,,0.0,0.0,27.0,13.0,,,,2.4,,58.0,157,656,3.9,0.0,15.0,200.0,,,24.0,,2.9,0.24,250.0,21.6,,0.12,,430.0,0.06,68.3,0.0,0.3,,,,3.2,INSA,"Cavalo, lombo ou pá frito com margarina",e1615e31bc52
0388d979-51d0-5a99-abdf-064c3d95e994,"Beurre à 60-62% MG, à teneur réduite en matière grasse, demi-sel",4,,beurres,-,,beurre a 60-62% mg a teneur reduite en matiere grasse demi-sel,beurre a 60-62% mg a teneur reduite en matiere grasse demi-sel,,0.5,0.0,107.0,48.0,0.5,1.28,,0.13,0.0,106.0,,,1.09,0.0,1.0,34.0,2.0,61.0,5.0,,0.02,0.01,71.0,0.9,456.0,0.07,,450.0,0.01,37.0,0.0,1.0,1.58,4.8,,0.26,CIQUAL,"Beurre à 60-62% MG, à teneur réduite en matière grasse, demi-sel",5a437cd678b8
038d3cb3-bae1-5f02-8119-665b395d1369,"Ananas, pulpe, cru",4,,fruits,fruits crus,cru,ananas pulpe cru,ananas pulpe,0.17,10.5,,66.9,8.0,11.7,0.31,21.6,0.0,0.06,0.0,,,0.17,1.2,19.6,8.1,,,15.0,0.84,0.31,0.052,140.0,,0.0,0.033,,,0.056,85.5,46.1,0.0,,,,0.08,CIQUAL,"Ananas, pulpe, cru",4c6e2e4926dd
038e4f20-4bba-5188-8157-6b2bc03084f9,"Porco, pulmões crus",3,,,,,porco pulmoes crus,porco pulmoes crus,,0.2,0.0,0.0,5.8,,,,3.0,,320.0,101,425,9.1,0.0,3.0,220.0,,,17.0,,3.2,0.13,240.0,13.9,,0.25,,160.0,0.11,79.7,13.1,0.5,,,,0.0,INSA,"Porco, pulmões crus",a979e7d5c189
0393d9d2-4a30-5073-b6e3-980a93363829,"Poivron jaune, sauté/poêlé sans matière grasse",4,,légumes,légumes cuits,,poivron jaune saute/poele sans matiere grasse,poivron jaune saute/poele sans matiere grasse,0.16,4.9,,837.0,7.3,5.33,0.57,25.4,,0.06,,,,0.23,2.2,57.1,23.0,,0.6,11.0,0.09,0.56,0.24,220.0,1.0,,0.047,,,0.03,90.5,126.0,,2.12,,,0.14,CIQUAL,"Poivron jaune, sauté/poêlé sans matière grasse",22888cefcc46
03afaab6-a99f-54bb-99e9-f623397b640c,Bonbon gélifié,4,,confiseries non chocolatées,-,,bonbon gelifie,bonbon gelifie,,68.1,,,9.0,80.2,0.15,,,0.09,,,,,,,,0.3,0.25,2.0,0.01,,,85.0,6.28,,,,9.07,,9.96,,0.0,0.0,,,0.04,CIQUAL,Bonbon gélifié,b02e40aa37b8
03baf493-1c2d-5707-b2fb-ec602f5d6445,"Banana, doce em barra",2,Frutas e derivados,,,,banana doce em barra,banana doce em barra,,,,,12,"75,7","1,0",,,"0,16",,280,1172,"0,6","3,8",,37,,"0,1",49,"0,84","1,41","0,06",518,"2,2",,Tr,,10,"0,03","21,1","0,16",,,,,"0,3",TACO,"Banana, doce em barra",7b2cccd90ae3
03d40086-8665-586a-9317-f17731448920,"Galette ou pavé au blé et soja (convient aux véganes ou végétaliens), préemballé",4,,plats composés,plats végétariens,,galette ou pave au ble et soja convient aux veganes ou vegetaliens preemballe,galette ou pave au ble et soja convient aux veganes ou vegetaliens preemballe,0.35,1.87,2.7,32.4,89.0,8.15,2.72,772.0,,0.34,,,,3.3,6.03,39.5,200.0,,11.0,75.0,1.2,0.32,0.052,520.0,17.5,,0.042,,519.0,0.046,55.5,,,2.67,2.66,,1.3,CIQUAL,"Galette ou pavé au blé et soja (convient aux véganes ou végétaliens), préemballé",4f9af3985542
03f286db-1437-5853-8ffe-5c24baa529b2,"Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, demi-sel",4,,margarines,-,,matiere grasse vegetale type margarine a tartiner a 30-40% mg legere demi-sel,matiere grasse vegetale type margarine a tartiner a 30-40% mg legere demi-sel,0.11,1.5,,457.0,54.3,3.05,2.1,919.0,0.2,,12.0,,,,0.0,,46.0,,38.0,6.1,,,0.1,117.0,0.9,650.0,0.1,3.6,650.0,0.11,51.6,2.2,,12.8,,,,CIQUAL,"Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, demi-sel",2ffbb172b4a5
03f940d0-bfae-5301-af26-7780f0f562f4,Açúcar amarelo,3,,,,,acucar amarelo,acucar amarelo,,97.5,0.0,0.0,40.0,,,,0.0,,0.0,390,1660,0.9,0.0,0.0,7.0,,,7.0,,0.0,0.0,53.0,0.0,,0.0,,18.0,0.0,2.0,0.0,0.0,,,,0.1,INSA,Açúcar amarelo,24356aaebd64
041179e9-4a26-5214-a8bc-ed4832c9b306,"Gaufre croustillante (fine ou sèche), nature ou sucrée, préemballée",4,,gâteaux et pâtisseries,-,,gaufre croustillante fine ou seche nature ou sucree preemballee,gaufre croustillante fine ou seche nature ou sucree preemballee,,37.6,,,,66.4,1.02,,,,,,,,1.81,,,,17.9,,,,,,5.18,,,,328.0,,7.13,,,,,,,CIQUAL,"Gaufre croustillante (fine ou sèche), nature ou sucrée, préemballée",8bf033d8d981
04170fe5-6d65-5cea-b21c-1f7a58ed8ccb,Queijo Mascarpone,3,,,,,queijo mascarpone,queijo mascarpone,,0.3,0.0,258.0,68.0,,,,0.3,,95.0,458,1890,0.2,0.0,11.0,97.0,,,10.0,,0.1,0.04,53.0,7.6,,0.22,,86.0,0.01,44.4,0.0,0.3,,,,0.4,INSA,Queijo Mascarpone,353f070d98bf
041d8f03-8eae-5c55-9d5c-89904cc2bbe9,"Milk-shake, provenant de fast food",4,,produits laitiers frais et assimilés,desserts lactés,,milk-shake provenant de fast food,milk-shake provenant de fast food,0.53,13.6,,0.0,114.0,17.4,0.88,91.0,0.27,0.063,17.0,,,0.29,0.65,3.0,99.0,,4.66,13.0,0.025,0.19,0.052,174.0,3.32,58.5,0.43,1.7,82.0,0.036,71.9,0.8,0.0,0.25,0.4,,0.47,CIQUAL,"Milk-shake, provenant de fast food",985e11c19580
041e94e6-b4c2-58e8-a077-54d92a7b3c20,"Potimarron, pulpe, bouilli/cuit à l'eau",4,,légumes,légumes cuits,,potimarron pulpe bouilli/cuit a l eau,potimarron pulpe bouilli/cuit a l eau,0.29,3.5,1.2,5310.0,18.0,6.88,0.87,62.0,,0.08,,,,0.19,1.8,9.28,27.0,,0.3,8.5,0.06,0.74,0.06,330.0,1.06,,,,,,88.9,8.65,,1.52,3.17,,0.24,CIQUAL,"Potimarron, pulpe, bouilli/cuit à l'eau",f9f7e2e3517c
0422910d-0efb-50cf-8ce1-eda501b06657,Coelho estufado com azeite,3,,,,,coelho estufado com azeite,coelho estufado com azeite,,0.7,0.0,0.0,27.0,,,,7.0,,62.0,218,912,1.5,0.3,7.1,220.0,,,24.0,,3.0,0.34,320.0,26.6,,0.16,,490.0,0.09,57.2,1.4,0.5,,,,1.9,INSA,Coelho estufado com azeite,884357db753b
04266651-57b3-57ac-8f7f-3e0761a4c892,"Fromage blanc nature, gourmand, 8% MG environ",4,,produits laitiers frais et assimilés,fromages blancs,,fromage blanc nature gourmand 8% mg environ,fromage blanc nature gourmand 8% mg environ,0.39,3.33,,41.0,104.0,5.25,0.67,61.0,0.29,0.031,25.3,,,,,10.8,94.0,56.0,7.65,9.6,0.0039,0.1,,140.0,6.07,90.0,0.18,,40.8,0.038,79.5,,,,,,0.41,CIQUAL,"Fromage blanc nature, gourmand, 8% MG environ",57336701d618
0431e2fe-d2ec-5d50-932d-0635b71990de,"Cebola roxa, crua",3,,,,crua,cebola roxa crua,cebola roxa,,5.9,0.0,0.0,31.0,,,,0.0,,0.0,43,180,0.5,2.7,17.0,30.0,1.7,,12.0,,0.6,0.2,210.0,0.7,,0.01,,0.0,0.13,87.5,8.0,0.0,,,,0.3,INSA,"Cebola roxa, crua",8bd97af5d3fd
043ad031-d9c9-52b9-baa7-4c538cb6f8e7,"Beterraba, cozida",2,"Verduras, hortaliças e derivados",,,cozida,beterraba cozida,beterraba,,,,,15,"7,2","0,8",,,"0,04",,32,135,"0,2","1,9",,30,,"0,1",17,"0,19",Tr,Tr,245,"1,3",,Tr,,23,"0,09","90,6","0,04",,,,,"0,4",TACO,"Beterraba, cozida",2e3698d70112
044157e1-336c-52df-9a76-ecc2e2665a43,451,1,,,,,451,451,,,,,101.0,9.7,0.6,,,0.02,7.0,70.0,291.0,1e-05,0.2,,73.0,,2.3,8.0,1e-05,1e-05,0.02,52.0,2.7,27.0,0.12,,38.0,0.03,84.6,1e-05,,,,,0.3,TBCA,451,9d4650d4e894
0458bbe7-e2c5-5269-b12d-798c79a67052,"Veau, tête, bouillie/cuite à l'eau",4,,viandes cuites,bœuf et veau,,veau tete bouillie/cuite a l eau,veau tete bouillie/cuite a l eau,0.75,,,,,,,,2.3,,102.0,,,0.7,0.0,,,,11.4,,,1.8,0.06,,21.0,,,,,0.04,,,,0.57,,,1.6,CIQUAL,"Veau, tête, bouillie/cuite à l'eau",eee3b0668d5d
047bd4d5-b550-5c07-8b4c-18e23d3b5e3b,Bière blanche,4,,boisson alcoolisées,bières et cidres,,biere blanche,biere blanche,0.067,0.18,0.0,,3.5,0.43,0.17,18.1,0.052,0.006,,,,,0.0,10.1,26.1,,,7.4,0.02,0.21,0.038,50.2,,,0.029,,2.9,,,,,,,,,CIQUAL,Bière blanche,d23c9aa00dea
047fd575-fcc3-50af-a0db-3f7e1ebe5719,"Boisson gazeuse, sans jus de fruit, non sucrée, avec édulcorants",4,,boissons sans alcool,boissons rafraîchissantes sans alcool,,boisson gazeuse sans jus de fruit non sucree avec edulcorants,boisson gazeuse sans jus de fruit non sucree avec edulcorants,0.0,0.16,,,20.0,0.16,0.1,,0.0,0.005,0.0,,,0.05,0.0,0.0,3.0,1.0,,0.0,0.002,0.0,0.0,6.0,0.05,0.0,0.0,0.001,12.5,0.0,99.9,0.0,0.0,0.0,0.0,,0.013,CIQUAL,"Boisson gazeuse, sans jus de fruit, non sucrée, avec édulcorants",2549456cca7f
0483fbcf-65d2-52e4-9f3c-9652596cd1d5,519,1,,,,,519,519,,,,,,2.1,87.3,,,,,21.0,89.0,,0.6,,,,0.3,,,,,,2.7,,,,32560.0,,7.7,,,,,,,TBCA,519,8a279e5c5354
048df375-21d5-59f6-abf4-0741051a4871,Beurre de cacahuète ou Pâte d'arachide,4,,fruits à coque et graines oléagineuses,-,,beurre de cacahuete ou pate d arachide,beurre de cacahuete ou pate d arachide,1.09,10.5,3.56,0.0,43.0,16.1,2.89,,0.0,0.56,0.0,,,1.92,5.0,70.0,333.0,0.5,52.5,174.0,1.59,14.1,0.47,629.0,25.4,0.0,0.15,6.9,388.0,0.16,1.23,0.0,0.0,6.9,0.3,,2.76,CIQUAL,Beurre de cacahuète ou Pâte d'arachide,82ec4d4ea624
049313ac-57ce-5bbf-9047-88d65c805859,457,1,,,,,457,457,,,,,134.0,,0.8,,,0.02,4.0,,,1e-05,,,85.0,,,10.0,1e-05,1.49,1e-05,140.0,,1e-05,0.26,,51.0,0.04,,1e-05,,,,,0.4,TBCA,457,d36550fc4422
049a042a-36c4-5127-a25c-46dd2923ee4a,"Carneiro, peito gordo, cozido",3,,,,cozido,carneiro peito gordo cozido,carneiro peito gordo,,0.0,0.0,0.0,20.0,,,,0.91,,130.0,333,1380,1.7,0.0,9.6,260.0,,,17.0,,3.3,0.09,240.0,23.3,,0.26,,210.0,0.18,48.8,0.0,0.7,,,,4.4,INSA,"Carneiro, peito gordo, cozido",5e6416b5cedc
04a026fb-7a2c-5ac2-9c80-5f37d17d3485,"Cebola doce, crua",3,,,,crua,cebola doce crua,cebola doce,,4.8,0.0,0.0,31.0,,,,0.0,,0.0,25,106,0.5,1.1,17.0,30.0,1.7,,12.0,,0.6,0.2,210.0,0.8,,0.01,,0.0,0.13,92.8,8.0,0.0,,,,0.3,INSA,"Cebola doce, crua",8b792c1f2106
04a8d94c-12d3-5b65-8b57-3fd8a83f650a,"Boisson lactée, lait fermenté ou yaourt à boire, aux fruits, sucré, enrichie en vitamine D",4,,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,,boisson lactee lait fermente ou yaourt a boire aux fruits sucre enrichie en vitamine d,boisson lactee lait fermente ou yaourt a boire aux fruits sucre enrichie en vitamine d,,13.5,,,172.0,13.9,0.27,,0.38,,,,,,0.11,,,,1.5,,,,,,2.97,,0.21,,40.0,,,,1.14,,,,,CIQUAL,"Boisson lactée, lait fermenté ou yaourt à boire, aux fruits, sucré, enrichie en vitamine D",ed3dddfc66be
04ae69f5-943c-5eae-9b93-c4585ce12a3f,"Laranja, valência, suco",2,Frutas e derivados,,,,laranja valencia suco,laranja valencia suco,,,,,9,"8,6","0,3",,,"0,02",,36,151,Tr,"0,4",,17,,"0,1",10,"0,03",Tr,"0,03",143,"0,5",,*,,Tr,*,"90,5","0,02",,,,,Tr,TACO,"Laranja, valência, suco",fcff5b94438f
04b71e97-2719-505a-b233-e4af7b76831f,Tripa de vaca crua,3,,,,crua,tripa de vaca crua,tripa de vaca,,0.0,0.0,0.0,12.0,,,,0.82,,155.0,160,667,1.1,0.0,2.0,100.0,,,6.0,,2.5,0.01,18.0,16.3,,0.14,,24.0,0.1,73.3,0.0,0.0,,,,1.0,INSA,Tripa de vaca crua,1e8ef56b839f
04cc11ad-051f-5494-be66-22a6545f0476,"Fromage blanc nature, 3% MG environ, au bifidus",4,,produits laitiers frais et assimilés,fromages blancs,,fromage blanc nature 3% mg environ au bifidus,fromage blanc nature 3% mg environ au bifidus,,3.88,,,,3.94,0.11,,,,,,,,0.0,,,,3.28,,,,,,7.04,,,,42.0,,,,,,,,,CIQUAL,"Fromage blanc nature, 3% MG environ, au bifidus",2e04734f7434
04d585fd-ea9f-5562-aecb-ab4f9a9a7602,568,1,,,,,568,568,,,,,111.0,58.8,3.8,,,0.83,,324.0,1354.0,6.5,21.8,,471.0,,1.2,188.0,1.32,4.6,0.59,1416.0,21.3,,1e-05,,1e-05,0.12,14.9,,,,,,2.9,TBCA,568,8a1beaee63fe
04d7637b-69b7-5e93-b19e-939595355c60,"Flétan de l'Atlantique ou flétan blanc, cru",4,,poissons crus,-,cru,fletan de l atlantique ou fletan blanc cru,fletan de l atlantique ou fletan blanc,0.28,0.0,0.0,0.0,15.0,,1.08,,0.96,0.2,43.7,,,0.65,0.0,12.0,221.0,12.6,1.31,23.0,0.01,4.9,0.38,424.0,21.2,40.0,0.063,,59.0,0.05,76.8,0.0,,0.64,,,0.45,CIQUAL,"Flétan de l'Atlantique ou flétan blanc, cru",21ebb38ad549
04d79d0d-cd7a-5fdb-9e41-a6fb1face062,Enguia frita,3,,,,frita,enguia frita,enguia,,0.1,3.1,0.0,160.0,,,,1.7,,30.0,267,1110,0.5,0.1,9.3,260.0,,,18.0,,1.4,0.12,180.0,14.8,,0.27,,170.0,0.26,58.7,0.0,14.0,,,,2.9,INSA,Enguia frita,5cb00d9e5700
04dd9615-f66f-59b7-ac45-9fafa188137f,Gâteau (aliment moyen),4,,gâteaux et pâtisseries,-,,gateau aliment moyen,gateau aliment moyen,0.47,32.0,16.7,43.7,65.4,53.5,1.17,,0.21,0.12,85.8,,,1.24,1.75,35.0,150.0,11.5,17.8,21.4,0.24,0.38,0.054,161.0,5.27,69.1,0.11,7.29,292.0,0.21,21.2,0.41,0.41,3.23,,,0.52,CIQUAL,Gâteau (aliment moyen),d2c44ea29ae3
04e372c8-5111-5957-beeb-8ff61709544e,"Eau minérale Montclar, embouteillée, non gazeuse, faiblement minéralisée (Montclar, 04)",4,,eaux,-,,eau minerale montclar embouteillee non gazeuse faiblement mineralisee montclar 04,eau minerale montclar embouteillee non gazeuse faiblement mineralisee montclar 04,,0.0,0.0,,4.1,0.0,0.0049,0.3,,,,,,,0.0,,,,0.0,0.3,,,,,0.0,,,,0.2,,100.0,,,,,,,CIQUAL,"Eau minérale Montclar, embouteillée, non gazeuse, faiblement minéralisée (Montclar, 04)",1ab72e701f3f
04e5ddba-e30c-5eef-84a8-7ae03b49fcfb,"Matière grasse mélangée (végétale et laitière), à tartiner, à 30-40% MG",4,,margarines,-,,matiere grasse melangee vegetale et laitiere a tartiner a 30-40% mg,matiere grasse melangee vegetale et laitiere a tartiner a 30-40% mg,0.24,2.3,2.2,422.0,51.0,5.6,0.86,237.0,0.14,,15.1,,,0.04,0.0,,42.0,,40.9,5.0,,,0.035,120.0,1.69,,0.095,,217.0,0.017,54.0,,,5.13,8.4,,0.19,CIQUAL,"Matière grasse mélangée (végétale et laitière), à tartiner, à 30-40% MG",07a8dd1b2940
04f41307-59b6-5eab-b402-3e877b5a78bc,Mexilhão cru,3,,,,cru,mexilhao cru,mexilhao,,0.0,2.0,0.0,56.0,,,,19.0,,40.0,70,295,3.5,0.0,37.0,240.0,,,36.0,,1.2,0.08,280.0,12.1,,0.14,,290.0,0.1,82.5,0.0,0.0,,,,4.1,INSA,Mexilhão cru,400ce983fcf2
05106686-297c-5db9-a24c-07d161bf483d,"Pescadinha, crua",2,Pescados e frutos do mar,,,crua,pescadinha crua,pescadinha,,,,,332,"0,0","2,0",,,"0,10",84,76,320,"0,5",,,327,,"1,1",34,"0,07","6,60",Tr,304,"15,5",Tr,Tr,,120,"0,08","80,6","0,10",,,,,"0,6",TACO,"Pescadinha, crua",b2bbc591dbd4
0513845e-67ef-589d-ad6f-3c9bee1e285e,"Chipolata, cuite",4,,charcuteries et assimilés,saucisses et assimilés,,chipolata cuite,chipolata cuite,0.66,0.4,,,19.0,0.8,2.94,1150.0,0.81,0.07,75.2,,,0.79,0.0,,170.0,,22.4,23.0,0.04,4.66,0.13,370.0,18.8,,0.041,,859.0,0.38,55.4,11.0,0.46,0.36,,,2.0,CIQUAL,"Chipolata, cuite",9b5c2329d178
0514ab45-42ab-5761-be00-f94afc98e116,"Biscuit sec type tuile, aux fruits",4,,biscuits sucrés,-,,biscuit sec type tuile aux fruits,biscuit sec type tuile aux fruits,,26.9,,,,74.9,0.7,,0.25,,,,,,7.14,,,,8.28,,,,,,5.43,,,,296.0,,,,,1.5,,,,CIQUAL,"Biscuit sec type tuile, aux fruits",344023374159
0527b819-430e-5e8c-8585-1158ca072d77,"Caïmite, pulpe, cru, prélevé à la Martinique",4,,fruits,fruits et leurs produits de la Martinique,cru,caimite pulpe cru preleve a la martinique,caimite pulpe preleve a la martinique,,,,,,,0.38,,,,,,,,,,,,2.87,,,,,,0.31,,,,,,80.3,5.6,,,,,,CIQUAL,"Caïmite, pulpe, cru, prélevé à la Martinique",ad918aabdfa8
05383c41-4e2c-551c-9c42-9a6310baec03,"Muesli floconneux aux fruits ou fruits secs, enrichi en vitamines et minéraux",4,,céréales de petit-déjeuner,-,,muesli floconneux aux fruits ou fruits secs enrichi en vitamines et mineraux,muesli floconneux aux fruits ou fruits secs enrichi en vitamines et mineraux,0.84,23.8,41.6,,59.0,65.4,1.78,373.0,1.58,0.32,0.0,,,5.5,8.6,183.0,310.0,20.0,5.0,90.0,2.2,10.5,1.01,520.0,9.19,0.0,0.81,,196.0,0.71,9.8,,,0.8,2.89,,1.7,CIQUAL,"Muesli floconneux aux fruits ou fruits secs, enrichi en vitamines et minéraux",88d3f79131bb
053a8f56-ef9c-5a5e-99e8-8a2477e7df95,Tarte ou quiche salée (aliment moyen),4,,"pizzas, tartes et crêpes salées",-,,tarte ou quiche salee aliment moyen,tarte ou quiche salee aliment moyen,,3.14,,,90.6,22.7,1.73,640.0,0.31,0.049,66.8,,,0.64,1.76,27.0,123.0,21.7,15.6,17.4,0.16,0.63,0.11,187.0,8.11,53.7,0.13,6.01,479.0,0.11,51.9,1.38,0.98,1.35,,,0.7,CIQUAL,Tarte ou quiche salée (aliment moyen),7a3675c13937
053d6148-d11b-591c-b0ed-1ad057436e6f,Cerveja branca,3,,,,,cerveja branca,cerveja branca,,0.5,0.0,0.0,9.0,,,,0.14,,0.0,30,123,0.3,0.0,4.1,17.0,,,11.0,,0.5,0.01,52.0,0.4,,0.01,0.3,11.0,0.02,91.6,0.0,0.0,,,,0.0,INSA,Cerveja branca,6cc3de8c6ede
055877ef-ab6b-52cb-a8bc-16484327e1af,"Canard, viande et peau, rôti/cuit au four",4,,viandes cuites,autres viandes,,canard viande et peau roti/cuit au four,canard viande et peau roti/cuit au four,1.1,0.0,,0.0,11.0,0.0,0.82,,0.3,0.23,84.0,,,2.7,0.0,6.0,156.0,,28.4,16.0,0.019,4.83,0.18,204.0,19.0,63.0,0.27,,59.0,0.17,51.8,0.0,0.1,0.7,5.1,,1.86,CIQUAL,"Canard, viande et peau, rôti/cuit au four",e1cc8461b3ec
0559d486-bf56-57bf-b3c2-691c28078814,Fromage de brebis à pâte pressée,4,,fromages et assimilés,fromages à pâte pressée,,fromage de brebis a pate pressee,fromage de brebis a pate pressee,,0.0,0.0,,722.0,,3.9,,1.2,,83.0,,,,0.0,,498.0,,32.3,,,,,,23.4,263.0,0.4,,738.0,,38.0,,,,,,,CIQUAL,Fromage de brebis à pâte pressée,c2aba6a04cdb
056b9c3b-de9a-5498-beba-a9fcbf126d24,"Langue, boeuf, crue",4,,viandes crues,abats,,langue boeuf crue,langue boeuf crue,1.33,0.2,0.0,0.0,6.5,0.4,0.8,,5.1,0.15,87.0,,,2.27,0.0,13.0,147.0,2.3,13.8,17.0,0.028,4.2,0.17,303.0,16.8,0.0,0.34,11.9,68.6,0.1,67.7,2.9,0.0,0.1,0.0,,3.31,CIQUAL,"Langue, boeuf, crue",092fa50ba1fd
05769bce-2092-50b9-b17a-ecf107bcadf9,Biscuit pour bébé,4,,céréales et biscuits infantiles,-,,biscuit pour bebe,biscuit pour bebe,4.69,24.8,39.1,,145.0,73.3,1.28,150.0,0.28,0.16,23.5,,,3.39,2.4,31.1,47.0,,12.3,31.5,0.44,5.9,0.66,227.0,7.5,,0.62,6.3,145.0,0.63,3.0,,,2.92,,,0.78,CIQUAL,Biscuit pour bébé,a1897cded376
05869d88-f3e4-5717-8c98-a3f24df000cd,Liqueur,4,,boisson alcoolisées,liqueurs et alcools,,liqueur,liqueur,0.0,35.3,0.0,0.0,1.0,39.6,0.6,,0.0,0.03,0.0,,,0.08,0.0,0.0,6.0,1.0,0.3,3.0,0.022,0.12,0.0,30.0,0.1,0.0,0.012,,7.25,0.004,35.6,0.0,0.0,0.0,0.0,,0.09,CIQUAL,Liqueur,340257a93cc9
